,positive_value,index,k
154,48.62,64.0,2.0
155,49.82,65.0,2.0
156,39.63,66.0,2.0
157,46.68,67.0,2.0
158,37.26,68.0,2.0
159,46.67,69.0,2.0
160,42.62,70.0,2.0
161,54.22,71.0,2.0
162,45.91,72.0,2.0
163,53.67,73.0,2.0
164,53.01,74.0,2.0
165,54.5,75.0,2.0
166,45.18,76.0,2.0
167,48.5,77.0,2.0
168,41.84,78.0,2.0
169,25.65,79.0,2.0
170,48.07,80.0,2.0
171,42.25,81.0,2.0
172,52.45,82.0,2.0
173,49.72,83.0,2.0
174,51.59,84.0,2.0
175,51.58,85.0,2.0
176,43.64,86.0,2.0
177,50.29,87.0,2.0
178,43.77,88.0,2.0
179,51.81,0.0,3.0
180,50.22,1.0,3.0
181,46.9,2.0,3.0
182,45.85,3.0,3.0
183,49.02,4.0,3.0
184,53.94,5.0,3.0
185,54.65,6.0,3.0
186,56.12,7.0,3.0
187,55.91,8.0,3.0
188,55.63,9.0,3.0
189,52.63,10.0,3.0
190,56.35,11.0,3.0
191,53.57,12.0,3.0
192,53.29,13.0,3.0
193,55.17,14.0,3.0
194,54.73,15.0,3.0
195,53.41,16.0,3.0
196,52.47,17.0,3.0
197,51.19,18.0,3.0
198,46.65,19.0,3.0
199,47.74,20.0,3.0
200,46.09,21.0,3.0
201,48.09,22.0,3.0
202,49.8,23.0,3.0
203,48.5,24.0,3.0
204,49.08,25.0,3.0
205,47.05,26.0,3.0
206,49.63,27.0,3.0
207,46.29,28.0,3.0
208,47.16,29.0,3.0
209,52.74,30.0,3.0
210,51.84,31.0,3.0
211,48.57,32.0,3.0
212,44.14,33.0,3.0
213,41.4,34.0,3.0
214,49.83,35.0,3.0
215,49.16,36.0,3.0
216,53.46,37.0,3.0
217,45.84,38.0,3.0
218,36.2,39.0,3.0
219,45.22,40.0,3.0
220,49.01,41.0,3.0
221,51.57,42.0,3.0
222,47.01,43.0,3.0
223,52.41,0.0,4.0
224,47.88,1.0,4.0
225,47.83,2.0,4.0
226,53.89,3.0,4.0
227,54.82,4.0,4.0
228,55.82,5.0,4.0
229,54.86,6.0,4.0
230,55.53,7.0,4.0
231,53.26,8.0,4.0
232,54.64,9.0,4.0
233,53.64,10.0,4.0
234,52.57,11.0,4.0
235,49.95,12.0,4.0
236,47.94,13.0,4.0
237,47.75,14.0,4.0
238,47.36,15.0,4.0
239,49.51,16.0,4.0
240,45.45,17.0,4.0
241,48.16,18.0,4.0
242,46.67,19.0,4.0
243,52.49,20.0,4.0
244,49.35,21.0,4.0
245,41.1,22.0,4.0
246,48.88,23.0,4.0
247,50.66,24.0,4.0
248,51.05,25.0,4.0
249,40.52,26.0,4.0
250,45.78,27.0,4.0
251,50.56,28.0,4.0
