,positive_value,index,k
273,51.72,97.0,2.0
274,51.78,98.0,2.0
275,49.21,99.0,2.0
276,45.99,100.0,2.0
277,49.01,101.0,2.0
278,50.88,102.0,2.0
279,51.63,103.0,2.0
280,52.9,104.0,2.0
281,51.43,105.0,2.0
282,54.64,106.0,2.0
283,52.57,107.0,2.0
284,49.87,108.0,2.0
285,47.64,109.0,2.0
286,43.73,110.0,2.0
287,49.57,111.0,2.0
288,51.1,112.0,2.0
289,46.87,113.0,2.0
290,48.59,114.0,2.0
291,48.19,115.0,2.0
292,52.6,116.0,2.0
293,41.69,117.0,2.0
294,46.83,118.0,2.0
295,45.37,119.0,2.0
296,47.97,120.0,2.0
297,49.39,121.0,2.0
298,51.03,122.0,2.0
299,51.66,123.0,2.0
300,52.13,124.0,2.0
301,51.48,125.0,2.0
302,52.54,126.0,2.0
303,52.87,127.0,2.0
304,53.51,128.0,2.0
305,52.48,129.0,2.0
306,54.39,130.0,2.0
307,53.03,131.0,2.0
308,53.69,132.0,2.0
309,54.29,133.0,2.0
310,54.08,134.0,2.0
311,51.46,135.0,2.0
312,51.56,136.0,2.0
313,54.35,137.0,2.0
314,52.96,138.0,2.0
315,52.76,139.0,2.0
316,56.56,140.0,2.0
317,55.23,141.0,2.0
318,56.66,142.0,2.0
319,56.92,143.0,2.0
320,55.94,144.0,2.0
321,53.36,145.0,2.0
322,56.4,146.0,2.0
323,50.45,147.0,2.0
324,56.15,148.0,2.0
325,54.85,149.0,2.0
326,59.93,150.0,2.0
327,59.91,151.0,2.0
328,54.27,152.0,2.0
329,54.89,153.0,2.0
330,58.04,154.0,2.0
331,54.74,155.0,2.0
332,50.79,156.0,2.0
333,49.74,157.0,2.0
334,53.49,158.0,2.0
335,50.47,159.0,2.0
336,52.28,160.0,2.0
337,51.17,161.0,2.0
338,56.01,162.0,2.0
339,58.26,163.0,2.0
340,53.41,164.0,2.0
341,53.21,165.0,2.0
342,60.77,166.0,2.0
343,54.02,167.0,2.0
344,55.87,168.0,2.0
345,49.35,169.0,2.0
346,50.68,170.0,2.0
347,49.64,171.0,2.0
348,50.66,172.0,2.0
349,51.39,173.0,2.0
350,52.65,174.0,2.0
351,70.07,0.0,3.0
352,57.69,1.0,3.0
353,54.64,2.0,3.0
354,60.25,3.0,3.0
355,43.66,4.0,3.0
356,46.19,5.0,3.0
357,21.99,6.0,3.0
358,28.3,7.0,3.0
359,21.72,8.0,3.0
360,20.13,9.0,3.0
361,30.63,10.0,3.0
362,30.66,11.0,3.0
363,41.88,12.0,3.0
364,49.96,13.0,3.0
365,29.96,14.0,3.0
366,53.17,15.0,3.0
367,38.36,16.0,3.0
368,24.36,17.0,3.0
369,27.25,18.0,3.0
370,32.15,19.0,3.0
371,60.96,20.0,3.0
372,55.05,21.0,3.0
373,29.17,22.0,3.0
374,42.25,23.0,3.0
375,43.36,24.0,3.0
376,31.26,25.0,3.0
377,14.81,26.0,3.0
378,28.2,27.0,3.0
379,33.85,28.0,3.0
380,45.81,29.0,3.0
381,35.17,30.0,3.0
382,23.09,31.0,3.0
383,22.9,32.0,3.0
384,25.34,33.0,3.0
385,15.51,34.0,3.0
386,37.74,35.0,3.0
387,32.92,36.0,3.0
388,24.48,37.0,3.0
389,25.93,38.0,3.0
390,34.17,39.0,3.0
391,31.51,40.0,3.0
392,27.07,41.0,3.0
393,25.62,42.0,3.0
394,27.02,43.0,3.0
395,46.66,44.0,3.0
396,25.08,45.0,3.0
397,20.28,46.0,3.0
398,25.33,47.0,3.0
399,28.66,48.0,3.0
400,19.17,49.0,3.0
401,15.39,50.0,3.0
402,20.31,51.0,3.0
403,16.91,52.0,3.0
404,11.47,53.0,3.0
405,16.95,54.0,3.0
406,19.4,55.0,3.0
407,22.29,56.0,3.0
408,17.51,57.0,3.0
409,16.03,58.0,3.0
410,17.96,59.0,3.0
411,12.93,60.0,3.0
412,19.5,61.0,3.0
413,19.81,62.0,3.0
414,20.79,63.0,3.0
415,18.28,64.0,3.0
416,24.15,65.0,3.0
417,18.96,66.0,3.0
418,30.12,67.0,3.0
419,19.48,68.0,3.0
420,25.55,69.0,3.0
421,26.35,70.0,3.0
422,31.55,71.0,3.0
423,22.02,72.0,3.0
424,19.16,73.0,3.0
425,31.6,74.0,3.0
426,17.64,75.0,3.0
427,18.84,76.0,3.0
428,20.67,77.0,3.0
429,14.68,78.0,3.0
430,20.92,79.0,3.0
431,22.03,80.0,3.0
432,17.86,81.0,3.0
433,35.75,82.0,3.0
434,27.27,83.0,3.0
435,12.99,84.0,3.0
436,18.48,85.0,3.0
437,19.92,86.0,3.0
438,65.12,0.0,4.0
439,68.01,1.0,4.0
440,67.53,2.0,4.0
441,57.26,3.0,4.0
442,50.32,4.0,4.0
443,29.56,5.0,4.0
444,44.92,6.0,4.0
445,52.27,7.0,4.0
446,61.0,8.0,4.0
447,44.7,9.0,4.0
448,56.08,10.0,4.0
449,34.04,11.0,4.0
450,40.71,12.0,4.0
451,65.04,13.0,4.0
452,54.58,14.0,4.0
453,57.95,15.0,4.0
454,48.24,16.0,4.0
455,29.47,17.0,4.0
456,37.77,18.0,4.0
457,57.97,19.0,4.0
458,45.7,20.0,4.0
459,23.46,21.0,4.0
460,27.04,22.0,4.0
461,26.84,23.0,4.0
462,30.71,24.0,4.0
463,26.48,25.0,4.0
464,31.62,26.0,4.0
465,34.48,27.0,4.0
466,34.21,28.0,4.0
467,45.68,29.0,4.0
468,23.68,30.0,4.0
469,30.25,31.0,4.0
470,28.92,32.0,4.0
471,18.51,33.0,4.0
472,24.57,34.0,4.0
473,18.82,35.0,4.0
474,26.24,36.0,4.0
475,23.31,37.0,4.0
476,20.9,38.0,4.0
477,20.86,39.0,4.0
478,12.87,40.0,4.0
479,23.77,41.0,4.0
480,24.64,42.0,4.0
481,20.65,43.0,4.0
482,24.17,44.0,4.0
483,26.75,45.0,4.0
484,25.86,46.0,4.0
485,25.06,47.0,4.0
486,21.99,48.0,4.0
487,25.46,49.0,4.0
488,26.07,50.0,4.0
489,27.94,51.0,4.0
490,17.35,52.0,4.0
491,19.1,53.0,4.0
492,24.87,54.0,4.0
493,27.64,55.0,4.0
494,16.13,56.0,4.0
495,21.01,57.0,4.0
496,76.17,0.0,5.0
497,69.84,1.0,5.0
498,70.44,2.0,5.0
499,74.79,3.0,5.0
500,71.54,4.0,5.0
501,73.51,5.0,5.0
502,65.45,6.0,5.0
503,72.9,7.0,5.0
504,70.58,8.0,5.0
505,74.11,9.0,5.0
506,64.5,10.0,5.0
507,66.09,11.0,5.0
508,71.2,12.0,5.0
509,64.41,13.0,5.0
510,69.68,14.0,5.0
511,61.2,15.0,5.0
512,67.33,16.0,5.0
513,68.16,17.0,5.0
514,62.74,18.0,5.0
515,63.86,19.0,5.0
516,67.19,20.0,5.0
517,64.67,21.0,5.0
518,61.11,22.0,5.0
519,64.21,23.0,5.0
520,64.5,24.0,5.0
521,58.02,25.0,5.0
522,59.02,26.0,5.0
523,56.33,27.0,5.0
524,59.87,28.0,5.0
525,57.13,29.0,5.0
526,58.06,30.0,5.0
527,56.2,31.0,5.0
528,55.28,32.0,5.0
529,53.93,33.0,5.0
530,56.37,34.0,5.0
531,62.42,35.0,5.0
532,58.28,36.0,5.0
533,62.54,37.0,5.0
534,58.67,38.0,5.0
535,57.37,39.0,5.0
536,55.82,40.0,5.0
537,60.28,41.0,5.0
538,56.87,42.0,5.0
539,55.1,0.0,6.0
540,35.25,1.0,6.0
541,50.95,2.0,6.0
542,46.18,3.0,6.0
543,44.26,4.0,6.0
544,40.61,5.0,6.0
545,33.33,6.0,6.0
546,42.81,7.0,6.0
547,28.37,8.0,6.0
548,38.82,9.0,6.0
549,50.87,10.0,6.0
550,51.07,11.0,6.0
551,31.03,12.0,6.0
552,58.33,13.0,6.0
553,61.01,14.0,6.0
554,53.92,15.0,6.0
555,59.9,16.0,6.0
556,43.5,17.0,6.0
557,52.96,18.0,6.0
558,61.88,19.0,6.0
559,53.27,20.0,6.0
560,52.69,21.0,6.0
561,51.33,22.0,6.0
562,48.95,23.0,6.0
563,40.89,24.0,6.0
564,34.05,25.0,6.0
565,35.73,26.0,6.0
566,37.59,27.0,6.0
567,44.74,28.0,6.0
568,38.84,29.0,6.0
569,40.6,30.0,6.0
570,40.33,31.0,6.0
571,42.6,32.0,6.0
572,39.79,33.0,6.0
573,30.72,34.0,6.0
574,84.71,0.0,7.0
575,78.01,1.0,7.0
576,77.31,2.0,7.0
577,80.6,3.0,7.0
578,81.65,4.0,7.0
579,73.73,5.0,7.0
580,78.47,6.0,7.0
581,80.92,7.0,7.0
582,76.03,8.0,7.0
583,76.56,9.0,7.0
584,75.85,10.0,7.0
585,64.79,11.0,7.0
586,60.12,12.0,7.0
587,65.28,13.0,7.0
588,64.82,14.0,7.0
589,69.58,15.0,7.0
590,66.0,16.0,7.0
591,66.26,17.0,7.0
592,74.37,18.0,7.0
593,65.85,19.0,7.0
594,60.63,20.0,7.0
595,61.1,21.0,7.0
596,66.4,22.0,7.0
597,66.27,23.0,7.0
598,68.24,24.0,7.0
599,60.85,25.0,7.0
600,63.59,26.0,7.0
601,50.49,27.0,7.0
602,66.29,28.0,7.0
603,69.66,0.0,8.0
604,76.84,1.0,8.0
605,76.56,2.0,8.0
606,73.12,3.0,8.0
607,74.22,4.0,8.0
608,68.92,5.0,8.0
609,65.0,6.0,8.0
610,75.86,7.0,8.0
611,74.68,8.0,8.0
612,73.95,9.0,8.0
613,73.17,10.0,8.0
614,73.76,11.0,8.0
615,70.1,12.0,8.0
616,78.69,13.0,8.0
617,72.64,14.0,8.0
618,69.63,15.0,8.0
619,70.23,16.0,8.0
620,62.6,17.0,8.0
621,63.14,18.0,8.0
622,67.23,19.0,8.0
623,67.78,20.0,8.0
624,63.88,21.0,8.0
625,62.67,22.0,8.0
626,57.73,23.0,8.0
627,60.78,24.0,8.0
628,49.23,0.0,9.0
629,54.18,1.0,9.0
630,58.99,2.0,9.0
631,56.32,3.0,9.0
632,57.45,4.0,9.0
633,47.94,5.0,9.0
634,59.75,6.0,9.0
635,58.8,7.0,9.0
636,60.43,8.0,9.0
637,59.8,9.0,9.0
638,61.5,10.0,9.0
639,58.62,11.0,9.0
640,60.23,12.0,9.0
641,52.89,13.0,9.0
642,56.41,14.0,9.0
643,50.02,15.0,9.0
644,42.8,16.0,9.0
645,48.05,17.0,9.0
646,57.08,18.0,9.0
647,46.76,19.0,9.0
648,49.49,20.0,9.0
